# SHEtoken Policy Recommendations v2 — 2025
# NOW COVERS: WEI all pillars, GPI, SVI, WEVI, WADI
# Marital rape, conflict SGBV, AI displacement, widow rights,
# period poverty, caste targeting, indigenous women, temple towns
# Every recommendation cites a proven real-world program
# (c) 2026 SHE Foundation
#
country,iso_code,tier,wei_score,priority,pillar,pillar_score,intervention,description,impact,cost,time_to_impact,proven_example,year
Mozambique,MOZ,3,27.1,3,bodily_autonomy,20.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Mozambique,MOZ,3,27.1,4,bodily_autonomy,20.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Mozambique,MOZ,3,27.1,5,bodily_autonomy,20.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Mozambique,MOZ,3,27.1,6,dignity_welfare,20.0,Widow Property Rights Enforcement,Legal aid + community paralegal network to prevent property stripping,"WEI Dignity +3.0, WEVI -8 pts vulnerability",low,2-5 years,"Kenya Succession Act enforcement campaign — 10,000 widows assisted",2025
Mozambique,MOZ,3,27.1,7,dignity_welfare,20.0,Widow Pension and Social Support,Meaningful widow pension (not symbolic ₹500/month) + social reintegration,"WEI Dignity +2.5, WEVI -10 pts",medium,immediate (law) + 1-2 years rollout,"Kerala widow pension ₹1,400/month + Kudumbashree inclusion — WEVI 28 vs India avg 69",2025
Mozambique,MOZ,3,27.1,8,dignity_welfare,20.0,Temple Town Widow Rehabilitation,Repatriation support + skill training + income + family mediation for abandoned widows,WEI Dignity +1.5 (India states),low,1-3 years,"Guild of Service Vrindavan — 1,500 widows with income. Sulabh International vocational training",2025
Ethiopia,ETH,3,27.0,1,gpi_land,16.0,Women's Land Title + Registration Campaign,Legal aid + paralegal support to register land in women's names,"GPI Land +4.0, WEI Dignity +2.0",low,2-4 years,"Ethiopia Land Certification — 6M women landholders registered, domestic violence fell 33%",2025
Ethiopia,ETH,3,27.0,2,gpi_land,16.0,Inheritance Law Reform + Enforcement,Amend inheritance law to ensure equal shares + community courts to enforce,"GPI Land +3.0, WEVI -6 pts",very low (law),2-5 years,India Hindu Succession Amendment 2005 — equal ancestral property rights,2025
Ethiopia,ETH,3,27.0,3,wadi,17.6,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Ethiopia,ETH,3,27.0,4,wadi,17.6,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Ethiopia,ETH,3,27.0,5,wadi,17.6,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Ethiopia,ETH,3,27.0,6,wadi,17.6,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Ethiopia,ETH,3,27.0,7,wadi,17.6,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Ethiopia,ETH,3,27.0,8,wadi,17.6,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Ethiopia,ETH,3,27.0,1,corporate:avoid,,Supply Chain Accord — Women's Rights,"Binding 5-year accord for major brands sourcing from AVOID-rated countries. Commits to: annual gender audit, 1% of FOB to women's programs, WEI improvement targets, remediation plan, exit plan if EMBARGO triggered.",Direct: funds women's programs. Indirect: WEI signal +1-2 pts,medium (brand-funded),6-12 months to negotiate,"Bangladesh Accord on Fire and Building Safety 2013 — 200+ brands, legally binding, 4,000 factories audited, 150,000 hazards fixed. Most successful supply chain accountability mechanism ever created.",2025
Ethiopia,ETH,3,27.0,2,corporate:avoid,,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation. Minimum $50/worker/year into country-level reskilling fund. Administered by ILO Better Work.,"WADI reskilling -10, WEI Dignity +1.5",medium (brand-funded),2-5 years,"ACT (Action Collaboration Transformation) — multi-brand initiative. Full signatory list at actonlivingwages.com. Bangladesh: $8.8B US imports, $44M/year at 0.5% would fund reskilling for 880,000 workers.",2025
Ethiopia,ETH,3,27.0,3,corporate:avoid,,Trade Tariff Adjustment — Women's Rights,"Government-level: import tariff on goods from AVOID countries, waived if importer shows women's rights certification or payment into WEI Impact Fund. Rate: 1-3% ad valorem scaled to WRBCS score gap.",Revenue: $283M+/year at 1% of AVOID trade. Incentive: companies self-certify to avoid tariff.,very low (legislative — companies pay),2-4 years (legislative path),EU Carbon Border Adjustment Mechanism (CBAM) 2023 — carbon tariff on steel/cement/aluminium. Uyghur Forced Labor Prevention Act 2021 — import ban unless supply chain proven clean. US GSP statute (19 USC 2462) — already conditions trade preferences on labour rights: one amendment needed.,2025
Ethiopia,ETH,3,27.0,4,corporate:avoid,,State Procurement Women's Rights Preference,State and city governments give procurement preference to companies with WRTC certification. Companies sourcing from AVOID countries without certification excluded from state/city contracts.,Market signal: $500B+ state procurement as incentive,very low,1-2 years (state legislation),California SB 657 (2010) — supply chain transparency for all companies doing business with California. Massachusetts anti-sweatshop procurement. NYC Fair Trade Resolution.,2025
Pakistan,PAK,3,26.4,1,gpi_land,12.0,Women's Land Title + Registration Campaign,Legal aid + paralegal support to register land in women's names,"GPI Land +4.0, WEI Dignity +2.0",low,2-4 years,"Ethiopia Land Certification — 6M women landholders registered, domestic violence fell 33%",2025
Pakistan,PAK,3,26.4,2,gpi_land,12.0,Inheritance Law Reform + Enforcement,Amend inheritance law to ensure equal shares + community courts to enforce,"GPI Land +3.0, WEVI -6 pts",very low (law),2-5 years,India Hindu Succession Amendment 2005 — equal ancestral property rights,2025
Pakistan,PAK,3,26.4,3,bodily_autonomy,18.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Pakistan,PAK,3,26.4,4,bodily_autonomy,18.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Pakistan,PAK,3,26.4,5,bodily_autonomy,18.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Pakistan,PAK,3,26.4,6,bodily_autonomy,18.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Pakistan,PAK,3,26.4,7,bodily_autonomy,18.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Pakistan,PAK,3,26.4,8,wevi,19.6,Widow Rights Legal Aid Network,Community paralegals trained to prevent property stripping at point of bereavement,"WEVI -12 pts, GPI Land +2.0",low,1-2 years,ActionAid Kenya widow property program — 80% property retention rate,2025
Pakistan,PAK,3,26.4,1,corporate:avoid,,Supply Chain Accord — Women's Rights,"Binding 5-year accord for major brands sourcing from AVOID-rated countries. Commits to: annual gender audit, 1% of FOB to women's programs, WEI improvement targets, remediation plan, exit plan if EMBARGO triggered.",Direct: funds women's programs. Indirect: WEI signal +1-2 pts,medium (brand-funded),6-12 months to negotiate,"Bangladesh Accord on Fire and Building Safety 2013 — 200+ brands, legally binding, 4,000 factories audited, 150,000 hazards fixed. Most successful supply chain accountability mechanism ever created.",2025
Pakistan,PAK,3,26.4,2,corporate:avoid,,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation. Minimum $50/worker/year into country-level reskilling fund. Administered by ILO Better Work.,"WADI reskilling -10, WEI Dignity +1.5",medium (brand-funded),2-5 years,"ACT (Action Collaboration Transformation) — multi-brand initiative. Full signatory list at actonlivingwages.com. Bangladesh: $8.8B US imports, $44M/year at 0.5% would fund reskilling for 880,000 workers.",2025
Pakistan,PAK,3,26.4,3,corporate:avoid,,Trade Tariff Adjustment — Women's Rights,"Government-level: import tariff on goods from AVOID countries, waived if importer shows women's rights certification or payment into WEI Impact Fund. Rate: 1-3% ad valorem scaled to WRBCS score gap.",Revenue: $283M+/year at 1% of AVOID trade. Incentive: companies self-certify to avoid tariff.,very low (legislative — companies pay),2-4 years (legislative path),EU Carbon Border Adjustment Mechanism (CBAM) 2023 — carbon tariff on steel/cement/aluminium. Uyghur Forced Labor Prevention Act 2021 — import ban unless supply chain proven clean. US GSP statute (19 USC 2462) — already conditions trade preferences on labour rights: one amendment needed.,2025
Pakistan,PAK,3,26.4,4,corporate:avoid,,State Procurement Women's Rights Preference,State and city governments give procurement preference to companies with WRTC certification. Companies sourcing from AVOID countries without certification excluded from state/city contracts.,Market signal: $500B+ state procurement as incentive,very low,1-2 years (state legislation),California SB 657 (2010) — supply chain transparency for all companies doing business with California. Massachusetts anti-sweatshop procurement. NYC Fair Trade Resolution.,2025
Ivory Coast,CIV,3,26.1,1,bodily_autonomy,16.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Ivory Coast,CIV,3,26.1,2,bodily_autonomy,16.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Ivory Coast,CIV,3,26.1,3,bodily_autonomy,16.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Ivory Coast,CIV,3,26.1,4,bodily_autonomy,16.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Ivory Coast,CIV,3,26.1,5,bodily_autonomy,16.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Ivory Coast,CIV,3,26.1,6,dignity_welfare,20.0,Widow Property Rights Enforcement,Legal aid + community paralegal network to prevent property stripping,"WEI Dignity +3.0, WEVI -8 pts vulnerability",low,2-5 years,"Kenya Succession Act enforcement campaign — 10,000 widows assisted",2025
Ivory Coast,CIV,3,26.1,7,dignity_welfare,20.0,Widow Pension and Social Support,Meaningful widow pension (not symbolic ₹500/month) + social reintegration,"WEI Dignity +2.5, WEVI -10 pts",medium,immediate (law) + 1-2 years rollout,"Kerala widow pension ₹1,400/month + Kudumbashree inclusion — WEVI 28 vs India avg 69",2025
Ivory Coast,CIV,3,26.1,8,dignity_welfare,20.0,Temple Town Widow Rehabilitation,Repatriation support + skill training + income + family mediation for abandoned widows,WEI Dignity +1.5 (India states),low,1-3 years,"Guild of Service Vrindavan — 1,500 widows with income. Sulabh International vocational training",2025
Haiti,HTI,3,24.6,1,bodily_autonomy,20.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Haiti,HTI,3,24.6,2,bodily_autonomy,20.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Haiti,HTI,3,24.6,3,bodily_autonomy,20.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Haiti,HTI,3,24.6,4,bodily_autonomy,20.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Haiti,HTI,3,24.6,5,bodily_autonomy,20.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Haiti,HTI,3,24.6,6,dignity_welfare,20.0,Widow Property Rights Enforcement,Legal aid + community paralegal network to prevent property stripping,"WEI Dignity +3.0, WEVI -8 pts vulnerability",low,2-5 years,"Kenya Succession Act enforcement campaign — 10,000 widows assisted",2025
Haiti,HTI,3,24.6,7,dignity_welfare,20.0,Widow Pension and Social Support,Meaningful widow pension (not symbolic ₹500/month) + social reintegration,"WEI Dignity +2.5, WEVI -10 pts",medium,immediate (law) + 1-2 years rollout,"Kerala widow pension ₹1,400/month + Kudumbashree inclusion — WEVI 28 vs India avg 69",2025
Haiti,HTI,3,24.6,8,dignity_welfare,20.0,Temple Town Widow Rehabilitation,Repatriation support + skill training + income + family mediation for abandoned widows,WEI Dignity +1.5 (India states),low,1-3 years,"Guild of Service Vrindavan — 1,500 widows with income. Sulabh International vocational training",2025
Sudan,SDN,3,19.9,1,conflict,10.0,Deploy UN SGBV Response Teams,UNHCR-standard sexual and gender-based violence response in all active conflict zones,SVI conflict risk -3.0,high,immediate,"IRC emergency SGBV programs — DRC, South Sudan, Syria. MSF safe spaces.",2025
Sudan,SDN,3,19.9,2,conflict,10.0,ICC Prosecution of Conflict SGBV,Pursue International Criminal Court prosecution of CRSV as war crime,SVI impunity -5.0 (signal effect),medium,3-10 years (legal process),ICC Ntaganda conviction 2019 (DRC) — first ICC SGBV conviction.,2025
Sudan,SDN,3,19.9,3,bodily_autonomy,12.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Sudan,SDN,3,19.9,4,bodily_autonomy,12.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Sudan,SDN,3,19.9,5,bodily_autonomy,12.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Sudan,SDN,3,19.9,6,bodily_autonomy,12.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Sudan,SDN,3,19.9,7,bodily_autonomy,12.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Sudan,SDN,3,19.9,8,svi,13.7,Marital Rape Criminalisation,Remove marital exemption from rape law — most overdue legal reform globally,"SVI +8.0, WEI Bodily Autonomy +3.5",very low (law),immediate (law) + enforcement culture 5-10 yrs,"Still legal in India, Bangladesh, Pakistan, Indonesia, Egypt, Iran + 16 others. UK criminalised 1991.",2025
Sudan,SDN,3,19.9,1,corporate:avoid,,Supply Chain Accord — Women's Rights,"Binding 5-year accord for major brands sourcing from AVOID-rated countries. Commits to: annual gender audit, 1% of FOB to women's programs, WEI improvement targets, remediation plan, exit plan if EMBARGO triggered.",Direct: funds women's programs. Indirect: WEI signal +1-2 pts,medium (brand-funded),6-12 months to negotiate,"Bangladesh Accord on Fire and Building Safety 2013 — 200+ brands, legally binding, 4,000 factories audited, 150,000 hazards fixed. Most successful supply chain accountability mechanism ever created.",2025
Sudan,SDN,3,19.9,2,corporate:avoid,,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation. Minimum $50/worker/year into country-level reskilling fund. Administered by ILO Better Work.,"WADI reskilling -10, WEI Dignity +1.5",medium (brand-funded),2-5 years,"ACT (Action Collaboration Transformation) — multi-brand initiative. Full signatory list at actonlivingwages.com. Bangladesh: $8.8B US imports, $44M/year at 0.5% would fund reskilling for 880,000 workers.",2025
Sudan,SDN,3,19.9,3,corporate:avoid,,Trade Tariff Adjustment — Women's Rights,"Government-level: import tariff on goods from AVOID countries, waived if importer shows women's rights certification or payment into WEI Impact Fund. Rate: 1-3% ad valorem scaled to WRBCS score gap.",Revenue: $283M+/year at 1% of AVOID trade. Incentive: companies self-certify to avoid tariff.,very low (legislative — companies pay),2-4 years (legislative path),EU Carbon Border Adjustment Mechanism (CBAM) 2023 — carbon tariff on steel/cement/aluminium. Uyghur Forced Labor Prevention Act 2021 — import ban unless supply chain proven clean. US GSP statute (19 USC 2462) — already conditions trade preferences on labour rights: one amendment needed.,2025
Sudan,SDN,3,19.9,4,corporate:avoid,,State Procurement Women's Rights Preference,State and city governments give procurement preference to companies with WRTC certification. Companies sourcing from AVOID countries without certification excluded from state/city contracts.,Market signal: $500B+ state procurement as incentive,very low,1-2 years (state legislation),California SB 657 (2010) — supply chain transparency for all companies doing business with California. Massachusetts anti-sweatshop procurement. NYC Fair Trade Resolution.,2025
Syria,SYR,4,16.0,1,dignity_welfare,10.0,Widow Property Rights Enforcement,Legal aid + community paralegal network to prevent property stripping,"WEI Dignity +3.0, WEVI -8 pts vulnerability",low,2-5 years,"Kenya Succession Act enforcement campaign — 10,000 widows assisted",2025
Syria,SYR,4,16.0,2,dignity_welfare,10.0,Widow Pension and Social Support,Meaningful widow pension (not symbolic ₹500/month) + social reintegration,"WEI Dignity +2.5, WEVI -10 pts",medium,immediate (law) + 1-2 years rollout,"Kerala widow pension ₹1,400/month + Kudumbashree inclusion — WEVI 28 vs India avg 69",2025
Syria,SYR,4,16.0,3,dignity_welfare,10.0,Temple Town Widow Rehabilitation,Repatriation support + skill training + income + family mediation for abandoned widows,WEI Dignity +1.5 (India states),low,1-3 years,"Guild of Service Vrindavan — 1,500 widows with income. Sulabh International vocational training",2025
Syria,SYR,4,16.0,4,dignity_welfare,10.0,Subsidised Childcare,State-funded childcare enabling women to work and reducing care burden,"WEI Dignity +2.0, GPI Time Poverty +3.0, Economic +1.5",high,2-4 years,Quebec $10/day childcare — female LFPR increased 12 percentage points,2025
Syria,SYR,4,16.0,5,bodily_autonomy,12.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Syria,SYR,4,16.0,6,bodily_autonomy,12.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Syria,SYR,4,16.0,7,bodily_autonomy,12.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Syria,SYR,4,16.0,8,bodily_autonomy,12.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Mali,MLI,4,13.7,1,bodily_autonomy,8.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Mali,MLI,4,13.7,2,bodily_autonomy,8.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Mali,MLI,4,13.7,3,bodily_autonomy,8.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Mali,MLI,4,13.7,4,bodily_autonomy,8.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Mali,MLI,4,13.7,5,bodily_autonomy,8.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Mali,MLI,4,13.7,6,dignity_welfare,8.0,Widow Property Rights Enforcement,Legal aid + community paralegal network to prevent property stripping,"WEI Dignity +3.0, WEVI -8 pts vulnerability",low,2-5 years,"Kenya Succession Act enforcement campaign — 10,000 widows assisted",2025
Mali,MLI,4,13.7,7,dignity_welfare,8.0,Widow Pension and Social Support,Meaningful widow pension (not symbolic ₹500/month) + social reintegration,"WEI Dignity +2.5, WEVI -10 pts",medium,immediate (law) + 1-2 years rollout,"Kerala widow pension ₹1,400/month + Kudumbashree inclusion — WEVI 28 vs India avg 69",2025
Mali,MLI,4,13.7,8,dignity_welfare,8.0,Temple Town Widow Rehabilitation,Repatriation support + skill training + income + family mediation for abandoned widows,WEI Dignity +1.5 (India states),low,1-3 years,"Guild of Service Vrindavan — 1,500 widows with income. Sulabh International vocational training",2025
DRC,COD,4,12.0,1,conflict,0.0,Deploy UN SGBV Response Teams,UNHCR-standard sexual and gender-based violence response in all active conflict zones,SVI conflict risk -3.0,high,immediate,"IRC emergency SGBV programs — DRC, South Sudan, Syria. MSF safe spaces.",2025
DRC,COD,4,12.0,2,conflict,0.0,ICC Prosecution of Conflict SGBV,Pursue International Criminal Court prosecution of CRSV as war crime,SVI impunity -5.0 (signal effect),medium,3-10 years (legal process),ICC Ntaganda conviction 2019 (DRC) — first ICC SGBV conviction.,2025
DRC,COD,4,12.0,3,svi,3.9,Marital Rape Criminalisation,Remove marital exemption from rape law — most overdue legal reform globally,"SVI +8.0, WEI Bodily Autonomy +3.5",very low (law),immediate (law) + enforcement culture 5-10 yrs,"Still legal in India, Bangladesh, Pakistan, Indonesia, Egypt, Iran + 16 others. UK criminalised 1991.",2025
DRC,COD,4,12.0,4,svi,3.9,Reduce Reporting Gap — Anonymous Reporting,Anonymous online/app reporting + guaranteed no police referral option,"SVI reporting gap -10%, WEI Safety +1.5",very low,6-12 months,"SHEtoken grievance app (shetoken.org/signal) — zero PII, immediate resources",2025
DRC,COD,4,12.0,5,svi,3.9,Rape Kit Processing + Forensic Capacity,Clear rape kit backlog + fund forensic labs + victim-friendly examination,"SVI impunity -10%, WEI Safety +2.0",medium,1-2 years,"End the Backlog USA campaign — 200,000 untested rape kits processed",2025
DRC,COD,4,12.0,6,svi,3.9,Consent-Based Rape Law Reform,Replace 'force-based' rape law with 'absence of consent' standard,SVI legal framework +2.0,very low (law),immediate,Japan 2023 — consent law passed after decades of campaigning. Sweden 2018.,2025
DRC,COD,4,12.0,7,svi,3.9,Conflict SGBV Response Protocol,UNHCR-standard SGBV response teams in all conflict zones + mobile courts,SVI conflict score -3.0,high,immediate deployment,UN MONUSCO DRC — SGBV mobile courts. IRC emergency response DRC/Sudan.,2025
DRC,COD,4,12.0,8,svi,3.9,Caste-Targeted Sexual Violence Law,Specific legal framework and fast-track courts for caste-based SGBV,"SVI impunity -5% (India/similar), WEI Safety +1.5",low (law + courts),1-3 years,India SC/ST Prevention of Atrocities Act — needs stronger enforcement,2025
DRC,COD,4,12.0,1,corporate:embargo,,Mandatory Supply Chain Exit Plan,Companies must publish a credible 18-month exit plan for all operations in EMBARGO-rated countries. Report under UNGP Pillar III (access to remedy). Failure to exit = exclusion from ESG indices and state procurement.,Reputational: prevents brand from ESG index inclusion,very low (disclosure requirement),immediate,"Following 2021 Myanmar coup, major garment brands publicly announced exits (widely reported in Reuters, FT, BBC). For cobalt: several EV and technology companies have publicly committed to zero artisanal DRC cobalt — see company ESG reports.",2025
DRC,COD,4,12.0,2,corporate:embargo,,Critical Mineral Women's Rights Certification,"For DRC cobalt, coltan, and conflict minerals: require supply chain certification showing no SGBV at mine sites and female worker protections. Model: Dodd-Frank 1502 conflict minerals reporting, extended to women's rights.",SVI conflict risk -2.0 (if enforced),medium (certification infrastructure),2-4 years,Dodd-Frank Section 1502 — conflict minerals reporting for SEC-registered companies. RMI Responsible Minerals Assurance Process — needs women's rights rider added.,2025
Chad,TCD,4,10.3,1,bodily_autonomy,6.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Chad,TCD,4,10.3,2,bodily_autonomy,6.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Chad,TCD,4,10.3,3,bodily_autonomy,6.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Chad,TCD,4,10.3,4,bodily_autonomy,6.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Chad,TCD,4,10.3,5,bodily_autonomy,6.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
